time	V(n006)
2.987331660165796e-02	-3.163260e-01
2.994028088737224e-02	-2.869296e-01
3.000724517308653e-02	-2.568425e-01
3.007420945880081e-02	-2.260649e-01
3.014117374451510e-02	-1.945965e-01
3.020813803022938e-02	-1.624376e-01
3.027510231594367e-02	-1.295879e-01
3.034206660165795e-02	-9.604764e-02
3.036996838737224e-02	-8.206965e-02
3.039787017308652e-02	-6.806817e-02
3.042577195880081e-02	-5.404319e-02
3.045367374451509e-02	-3.999471e-02
3.048157553022937e-02	-2.592274e-02
3.050947731594366e-02	-1.182727e-02
3.053737910165795e-02	2.291704e-03
3.065456660165794e-02	6.134579e-02
3.068246838737223e-02	7.534440e-02
3.071037017308651e-02	8.927391e-02
3.073827195880080e-02	1.031343e-01
3.076617374451508e-02	1.169256e-01
3.079407553022937e-02	1.306478e-01
3.082197731594365e-02	1.443010e-01
3.084987910165794e-02	1.578850e-01
3.091126303022937e-02	1.875692e-01
3.097264695880080e-02	2.164993e-01
3.103403088737222e-02	2.446753e-01
3.109541481594365e-02	2.720972e-01
3.115679874451508e-02	2.987649e-01
3.121818267308651e-02	3.246785e-01
3.127956660165793e-02	3.498380e-01
3.130746838737222e-02	3.608704e-01
3.133537017308650e-02	3.716712e-01
3.136327195880079e-02	3.822405e-01
3.139117374451508e-02	3.925782e-01
3.141907553022936e-02	4.026843e-01
3.144697731594365e-02	4.125588e-01
3.147487910165793e-02	4.222018e-01
3.152510231594365e-02	4.389615e-01
3.157532553022935e-02	4.548041e-01
3.162554874451507e-02	4.697296e-01
3.167577195880078e-02	4.837381e-01
3.172599517308650e-02	4.968295e-01
3.177621838737221e-02	5.090038e-01
3.182644160165792e-02	5.202610e-01
3.187666481594364e-02	5.304890e-01
3.192688803022935e-02	5.396614e-01
3.197711124451506e-02	5.477783e-01
3.202733445880077e-02	5.548395e-01
3.207755767308649e-02	5.608452e-01
3.212778088737220e-02	5.657953e-01
3.217800410165791e-02	5.696898e-01
3.221706660165791e-02	5.719426e-01
3.225612910165791e-02	5.735315e-01
3.229519160165791e-02	5.744566e-01
3.233425410165791e-02	5.747177e-01
3.237331660165791e-02	5.743150e-01
3.241237910165791e-02	5.732484e-01
3.245144160165791e-02	5.715179e-01
3.256862910165791e-02	5.623805e-01
3.260769160165791e-02	5.580133e-01
3.264675410165790e-02	5.530195e-01
3.268581660165790e-02	5.473993e-01
3.272487910165790e-02	5.411526e-01
